sku,width,height,depth,keyword,match_confidence,notes,supplier_sources
W1230-PCG,12,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W1236,12,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W1236-F,12,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W1236-PCG,12,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W1240,12,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W1242,12,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W1242-F,12,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W1242-PCG,12,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W1512,15,12,12,WALL,50%,"canonical keyword, no supplier confirmation",
W1512GD,15,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1515,15,15,12,WALL,50%,"canonical keyword, no supplier confirmation",
W1515GD,15,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1518,15,18,12,WALL,50%,"canonical keyword, no supplier confirmation",
W1518GD,15,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1530,15,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W1530-PCG,15,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W1530GD,15,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1536,15,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W1536-F,15,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W1536-PCG,15,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W1536GD,15,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1540,15,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W1542,15,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W1542-F,15,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W1542-PCG,15,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W1542GD,15,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1812,18,12,12,WALL,50%,"canonical keyword, no supplier confirmation",
W1812GD,18,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1815,18,15,12,WALL,50%,"canonical keyword, no supplier confirmation",
W1815GD,18,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1818,18,18,12,WALL,50%,"canonical keyword, no supplier confirmation",
W1818GD,18,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1830,18,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W1830-PCG,18,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W18300,18,30,12,WALL,80%,batch-pattern: pattern: W+dims wall cabinet,CABINET_STONE
W1830GD,18,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1836,18,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W1836-F,18,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W1836-PCG,18,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W183624,18,36,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W183624-PCG,18,36,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W1836GD,18,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W1840,18,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W1842,18,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W1842-F,18,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W1842-PCG,18,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W184224,18,42,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W184224-PCG,18,42,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W1842GD,18,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W184924-F,18,49.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W185524-F,18,55.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W186124-F,18,61.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2112,21,12,12,WALL,50%,"canonical keyword, no supplier confirmation",
W2112GD,21,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2115,21,15,12,WALL,50%,"canonical keyword, no supplier confirmation",
"W2115,Cognac",,,,WALL,80%,"batch-pattern: pattern: W+size,color wall cabinet",
W2115GD,21,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2118,21,18,12,WALL,50%,"canonical keyword, no supplier confirmation",
W2118GD,21,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2130,21,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W2130-PCG,21,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2130GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W2136,21,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W2136-F,21,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2136-PCG,21,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W21360,21,36,12,WALL,80%,batch-pattern: pattern: W+dims wall cabinet,CABINET_STONE
W2136GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W2140,21,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W2142,21,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W2142-F,21,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2142-PCG,21,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2142GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W2412,24,12,12,WALL,50%,"canonical keyword, no supplier confirmation",
W2412GD,24,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2415,24,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
"W2415,Cognac",,,,WALL,80%,"batch-pattern: pattern: W+size,color wall cabinet",
W2415-PCG,24,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2415GD,24,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2418,24,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2418GD,24,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2424,24,24,12,WALL,50%,"canonical keyword, no supplier confirmation",
W2430,24,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W2430-PCG,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2430GD,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2436,24,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W2436-F,24,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2436-PCG,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W243624,24,36,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W243624-PCG,24,36,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W2436GD,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2440,24,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W2442,24,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W2442-F,24,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2442-PCG,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W244224,24,42,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W244224-PCG,24,42,24,WALL_PANTRY,85%,1 supplier confirms W+H+D+keyword,GHI
W2442GD,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W244924-F,24,49.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W245524-F,24,55.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W246124-F,24,61.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2712,27,12,12,WALL,50%,"canonical keyword, no supplier confirmation",
W2712GD,27,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2715,27,15,12,WALL,50%,"canonical keyword, no supplier confirmation",
"W2715,Cognac",,,,WALL,80%,"batch-pattern: pattern: W+size,color wall cabinet",
W2715GD,27,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2718,27,18,12,WALL,50%,"canonical keyword, no supplier confirmation",
W2718GD,27,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W2730,27,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W2730-PCG,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2730GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W2736,27,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W2736-F,27,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2736-PCG,27,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2736GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W2740,27,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W2742,27,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W2742-F,27,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W2742-PCG,27,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W2742GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3012,30,12,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3012-F,30,12,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3012-PCG,30,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W301224,30,12,24,WALL,40%,CONFLICT: suppliers disagree on dims,GHI|LOVE_MILESTONE
W3012GD,30,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3015,30,15,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3015-F,30,15,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3015-PCG,30,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W301524,30,15,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3015GD,30,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3018,30,18,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3018-F,30,18,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3018-PCG,30,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W301824,30,18,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W301825,30,18,25,WALL,50%,"canonical keyword, no supplier confirmation",
W3018GD,30,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3021,30,21,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W302124,30,21,24,WALL,50%,"canonical keyword, no supplier confirmation",
W3024,30,24,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3024-F,30,24,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3024-PCG,30,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W302424,30,24,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W302425,30,24,25,WALL,50%,"canonical keyword, no supplier confirmation",
W302440,30,24,12,WALL,80%,batch-pattern: pattern: W+dims wall cabinet,CABINET_STONE
W3024GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3027,30,27,12,WALL,50%,"canonical keyword, no supplier confirmation",
W3030,30,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3030-PCG,30,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3030GD,30,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3036,30,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3036-F,30,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3036-PCG,30,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3036GD,30,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3040,30,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W3042,30,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W3042-F,30,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3042-PCG,30,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3042GD,30,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W304924-F,30,49.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W305524-F,30,55.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W306124-F,30,61.25,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3312,33,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3312-F,33,12,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W331224,33,12,24,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W331224-PCG,33,12,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3312GD,33,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3315,33,15,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W3315-F,33,15,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3315-PCG,33,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W331524,33,15,24,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W331524-PCG,33,15,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3315GD,33,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3318,33,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3318-F,33,18,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W331824,33,18,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W331825,33,18,25,WALL,50%,"canonical keyword, no supplier confirmation",
W3318GD,33,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3321,33,21,12,WALL,50%,"canonical keyword, no supplier confirmation",
W332124,33,21,24,WALL,50%,"canonical keyword, no supplier confirmation",
W3324,33,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3324-F,33,24,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W332424,33,24,24,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W332424-PCG,33,24,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W332425,33,24,25,WALL,50%,"canonical keyword, no supplier confirmation",
W3330,33,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3330-PCG,33,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3330GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3336,33,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3336-F,33,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3336-PCG,33,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3336GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3340,33,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W3342,33,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W3342-F,33,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3342-PCG,33,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3342GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3612,36,12,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3612-PCG,36,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3612/W361224-F,36,12,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W361224,36,12,24,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W361224-PCG,36,12,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W361225,36,12,25,WALL,50%,"canonical keyword, no supplier confirmation",
W361227,36,12,27,WALL,50%,"canonical keyword, no supplier confirmation",
W3612GD,36,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3615,36,15,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3615-F,36,15,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3615-PCG,36,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W361524,36,15,24,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W361524-PCG,36,15,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W361525,36,15,25,WALL,50%,"canonical keyword, no supplier confirmation",
W361527,36,15,27,WALL,50%,"canonical keyword, no supplier confirmation",
W3615GD,36,15,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3618,36,18,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3618-PCG,36,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3618/W361824-F,36,18,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W36180,36,18,12,WALL,80%,batch-pattern: pattern: W+dims wall cabinet,CABINET_STONE
W361824,36,18,24,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W361824-PCG,36,18,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W361825,36,18,25,WALL,50%,"canonical keyword, no supplier confirmation",
W361827,36,18,27,WALL,50%,"canonical keyword, no supplier confirmation",
W3618GD,36,18,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3621,36,21,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W362124,36,21,24,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W362124-F,36,21,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3621244,36,21,24,WALL,80%,batch-pattern: pattern: W+dims wall cabinet,CABINET_STONE
W362127,36,21,27,WALL,50%,"canonical keyword, no supplier confirmation",
W3624,36,24,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3624-PCG,36,24,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3624/W362424-F,36,24,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W362424,36,24,24,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W362424-PCG,36,24,24,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W362425,36,24,25,WALL,50%,"canonical keyword, no supplier confirmation",
W362427,36,24,27,WALL,50%,"canonical keyword, no supplier confirmation",
W3630,36,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3630-PCG,36,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W363021,,,,,35%,"found in DURASTONE, no parseable dims",
W3630GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3636,36,36,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
W3636-F,36,36,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3636-PCG,36,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3636GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3640,36,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W3642,36,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W3642-F,36,42,,WALL,80%,"human-confirmed: FRONT (door/drawer head/frame), inherits WALL",
W3642-PCG,36,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
W3642GD,,,,WALL,50%,"canonical keyword, no supplier confirmation",
W3912,39,12,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W3915,39,15,12,WALL,50%,"canonical keyword, no supplier confirmation",
"W3915,Cognac",,,,WALL,80%,"batch-pattern: pattern: W+size,color wall cabinet",
"W3915,Midnight Espresso",,,,WALL,80%,"batch-pattern: pattern: W+size,color wall cabinet",
W3918,39,18,12,WALL,50%,"canonical keyword, no supplier confirmation",
W391824,39,18,24,WALL,50%,"canonical keyword, no supplier confirmation",
W3924,39,24,12,WALL,50%,"canonical keyword, no supplier confirmation",
W392424,39,24,24,WALL,50%,"canonical keyword, no supplier confirmation",
W3930,39,30,12,WALL,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|LOVE_MILESTONE
W3936,39,36,12,WALL,50%,"canonical keyword, no supplier confirmation",
W3940,39,40,12,WALL,85%,1 supplier confirms W+H+D+keyword,CABINET_STONE
W3942,39,42,12,WALL,50%,"canonical keyword, no supplier confirmation",
W421224,42,12,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W421524,42,15,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W4218,,,,,35%,"found in DURASTONE, no parseable dims",
W421824,42,18,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W422424,42,24,24,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W4230,42,30,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W4236,42,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
W4242,42,42,12,WALL,92%,2 suppliers confirm W+H+D+keyword,GHI|LOVE_MILESTONE
W483021,,,,,35%,"found in DURASTONE, no parseable dims",
W6030,60,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WAC2430,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WAC2430-PCG,24,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WAC2436,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WAC2436-PCG,24,36,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WAC2442,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WAC2442-PCG,24,42,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WBC2430,24,30,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBC2442,24,42,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBC2730,27,30,12,WALL,92%,3 suppliers confirm W+H+D+keyword,CABINET_STONE|GHI|LOVE_MILESTONE
WBC2730-PCG,27,30,12,WALL,85%,1 supplier confirms W+H+D+keyword,GHI
WBC2730L/R,,,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC2736,27,36,12,WALL_BLIND_CORNER,92%,2 suppliers confirm W+H+D+keyword,CABINET_STONE|LOVE_MILESTONE
WBC2736 L/R,,,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC2740,27,40,12,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,CABINET_STONE
WBC2742,27,42,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBC2742 L/R,,,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC2742L/R,,,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC3030-F,30,30,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC3036,30,36,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBC3036-F,30,36,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC3042,30,42,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBC3042-F,30,42,,WALL_BLIND_CORNER,80%,human-confirmed: wall blind corner cabinet,
WBC3630,36,30,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBC3642,36,42,12,WALL_BLIND_CORNER,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WBF2430,,,,WALL,80%,pattern-matched: WBF* → WALL,
WBF2730,,,,WALL,80%,pattern-matched: WBF* → WALL,
WBF3030,,,,WALL,80%,pattern-matched: WBF* → WALL,
WBF3030-F,30,30,,WALL,80%,pattern-matched: WBF* → WALL,
WBF3330,,,,WALL,80%,pattern-matched: WBF* → WALL,
WBF3630,,,,WALL,80%,pattern-matched: WBF* → WALL,
WBF3630-F,36,30,,WALL,80%,pattern-matched: WBF* → WALL,
WD1848,18,48,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WD1854,18,54,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
WD1860,18,60,12,WALL,85%,1 supplier confirms W+H+D+keyword,LOVE_MILESTONE
